id,activity_hour,calories,total_intensity,average_intensity,step_total,datetime,date,hour,weekday,time_of_day,calories_per_step_hourly
1503960366,3/13/2016 1:00:00 AM,48,0,0,0,2016-03-13T01:00:00Z,2016-03-13,1,Sunday,Night,0
1503960366,3/13/2016 2:00:00 AM,50,1,0.016667,27,2016-03-13T02:00:00Z,2016-03-13,2,Sunday,Night,1.8518518518518519
1503960366,3/13/2016 3:00:00 AM,48,0,0,0,2016-03-13T03:00:00Z,2016-03-13,3,Sunday,Night,0
1503960366,3/13/2016 4:00:00 AM,48,0,0,0,2016-03-13T04:00:00Z,2016-03-13,4,Sunday,Night,0
1503960366,3/13/2016 5:00:00 AM,48,0,0,0,2016-03-13T05:00:00Z,2016-03-13,5,Sunday,Night,0
1503960366,3/13/2016 6:00:00 AM,48,0,0,0,2016-03-13T06:00:00Z,2016-03-13,6,Sunday,Morning,0
1503960366,3/13/2016 7:00:00 AM,49,0,0,0,2016-03-13T07:00:00Z,2016-03-13,7,Sunday,Morning,0
1503960366,3/13/2016 8:00:00 AM,49,1,0.016667,6,2016-03-13T08:00:00Z,2016-03-13,8,Sunday,Morning,8.166666666666666
1503960366,3/13/2016 9:00:00 AM,56,5,0.083333,73,2016-03-13T09:00:00Z,2016-03-13,9,Sunday,Morning,0.7671232876712328
1503960366,3/13/2016 10:00:00 AM,189,85,1.416667,2850,2016-03-13T10:00:00Z,2016-03-13,10,Sunday,Morning,0.06631578947368422
1503960366,3/13/2016 11:00:00 AM,270,130,2.166667,4854,2016-03-13T11:00:00Z,2016-03-13,11,Sunday,Morning,0.05562422744128554
1503960366,3/13/2016 12:00:00 PM,52,3,0.05,24,2016-03-13T12:00:00Z,2016-03-13,12,Sunday,Afternoon,2.1666666666666665
1503960366,3/13/2016 1:00:00 PM,66,9,0.15,118,2016-03-13T13:00:00Z,2016-03-13,13,Sunday,Afternoon,0.559322033898305
1503960366,3/13/2016 2:00:00 PM,57,3,0.05,19,2016-03-13T14:00:00Z,2016-03-13,14,Sunday,Afternoon,3
1503960366,3/13/2016 3:00:00 PM,89,23,0.383333,510,2016-03-13T15:00:00Z,2016-03-13,15,Sunday,Afternoon,0.17450980392156862
1503960366,3/13/2016 4:00:00 PM,91,25,0.416667,510,2016-03-13T16:00:00Z,2016-03-13,16,Sunday,Afternoon,0.1784313725490196
1503960366,3/13/2016 5:00:00 PM,61,5,0.083333,96,2016-03-13T17:00:00Z,2016-03-13,17,Sunday,Afternoon,0.6354166666666666
1503960366,3/13/2016 6:00:00 PM,237,110,1.833333,4100,2016-03-13T18:00:00Z,2016-03-13,18,Sunday,Evening,0.05780487804878049
1503960366,3/13/2016 7:00:00 PM,146,57,0.95,1756,2016-03-13T19:00:00Z,2016-03-13,19,Sunday,Evening,0.08314350797266515
1503960366,3/13/2016 8:00:00 PM,87,25,0.416667,477,2016-03-13T20:00:00Z,2016-03-13,20,Sunday,Evening,0.18238993710691823
1503960366,3/13/2016 9:00:00 PM,66,9,0.15,147,2016-03-13T21:00:00Z,2016-03-13,21,Sunday,Evening,0.4489795918367347
1503960366,3/13/2016 10:00:00 PM,72,17,0.283333,214,2016-03-13T22:00:00Z,2016-03-13,22,Sunday,Night,0.3364485981308411
1503960366,3/13/2016 11:00:00 PM,118,46,0.766667,1286,2016-03-13T23:00:00Z,2016-03-13,23,Sunday,Night,0.09175738724727839
1503960366,3/14/2016 12:00:00 AM,56,4,0.066667,54,2016-03-14T00:00:00Z,2016-03-14,0,Monday,Night,1.037037037037037
1503960366,3/14/2016 1:00:00 AM,54,3,0.05,53,2016-03-14T01:00:00Z,2016-03-14,1,Monday,Night,1.0188679245283019
1503960366,3/14/2016 2:00:00 AM,49,0,0,0,2016-03-14T02:00:00Z,2016-03-14,2,Monday,Night,0
1503960366,3/14/2016 3:00:00 AM,48,0,0,0,2016-03-14T03:00:00Z,2016-03-14,3,Monday,Night,0
1503960366,3/14/2016 4:00:00 AM,48,0,0,0,2016-03-14T04:00:00Z,2016-03-14,4,Monday,Night,0
1503960366,3/14/2016 5:00:00 AM,49,0,0,0,2016-03-14T05:00:00Z,2016-03-14,5,Monday,Night,0
1503960366,3/14/2016 6:00:00 AM,48,0,0,0,2016-03-14T06:00:00Z,2016-03-14,6,Monday,Morning,0
1503960366,3/14/2016 7:00:00 AM,53,3,0.05,53,2016-03-14T07:00:00Z,2016-03-14,7,Monday,Morning,1
1503960366,3/14/2016 8:00:00 AM,68,14,0.233333,212,2016-03-14T08:00:00Z,2016-03-14,8,Monday,Morning,0.32075471698113206
1503960366,3/14/2016 9:00:00 AM,199,61,1.016667,2832,2016-03-14T09:00:00Z,2016-03-14,9,Monday,Morning,0.0702683615819209
1503960366,3/14/2016 10:00:00 AM,59,4,0.066667,43,2016-03-14T10:00:00Z,2016-03-14,10,Monday,Morning,1.372093023255814
1503960366,3/14/2016 11:00:00 AM,72,14,0.233333,220,2016-03-14T11:00:00Z,2016-03-14,11,Monday,Morning,0.32727272727272727
1503960366,3/14/2016 12:00:00 PM,66,9,0.15,181,2016-03-14T12:00:00Z,2016-03-14,12,Monday,Afternoon,0.36464088397790057
1503960366,3/14/2016 1:00:00 PM,54,1,0.016667,12,2016-03-14T13:00:00Z,2016-03-14,13,Monday,Afternoon,4.5
1503960366,3/14/2016 2:00:00 PM,59,6,0.1,44,2016-03-14T14:00:00Z,2016-03-14,14,Monday,Afternoon,1.3409090909090908
1503960366,3/14/2016 3:00:00 PM,71,13,0.216667,205,2016-03-14T15:00:00Z,2016-03-14,15,Monday,Afternoon,0.3463414634146341
1503960366,3/14/2016 4:00:00 PM,68,11,0.183333,152,2016-03-14T16:00:00Z,2016-03-14,16,Monday,Afternoon,0.4473684210526316
1503960366,3/14/2016 5:00:00 PM,76,17,0.283333,226,2016-03-14T17:00:00Z,2016-03-14,17,Monday,Afternoon,0.336283185840708
1503960366,3/14/2016 6:00:00 PM,96,29,0.483333,516,2016-03-14T18:00:00Z,2016-03-14,18,Monday,Evening,0.18604651162790697
1503960366,3/14/2016 7:00:00 PM,100,33,0.55,559,2016-03-14T19:00:00Z,2016-03-14,19,Monday,Evening,0.17889087656529518
1503960366,3/14/2016 8:00:00 PM,124,45,0.75,1104,2016-03-14T20:00:00Z,2016-03-14,20,Monday,Evening,0.11231884057971014
1503960366,3/14/2016 9:00:00 PM,67,12,0.2,252,2016-03-14T21:00:00Z,2016-03-14,21,Monday,Evening,0.26587301587301587
1503960366,3/14/2016 10:00:00 PM,48,0,0,0,2016-03-14T22:00:00Z,2016-03-14,22,Monday,Night,0
1503960366,3/14/2016 11:00:00 PM,198,90,1.5,3305,2016-03-14T23:00:00Z,2016-03-14,23,Monday,Night,0.05990922844175492
1503960366,3/15/2016 12:00:00 AM,56,3,0.05,33,2016-03-15T00:00:00Z,2016-03-15,0,Tuesday,Night,1.696969696969697
1503960366,3/15/2016 1:00:00 AM,55,2,0.033333,20,2016-03-15T01:00:00Z,2016-03-15,1,Tuesday,Night,2.75
1503960366,3/15/2016 2:00:00 AM,54,4,0.066667,60,2016-03-15T02:00:00Z,2016-03-15,2,Tuesday,Night,0.9
1503960366,3/15/2016 3:00:00 AM,48,0,0,0,2016-03-15T03:00:00Z,2016-03-15,3,Tuesday,Night,0
1503960366,3/15/2016 4:00:00 AM,49,1,0.016667,7,2016-03-15T04:00:00Z,2016-03-15,4,Tuesday,Night,7
1503960366,3/15/2016 5:00:00 AM,48,0,0,0,2016-03-15T05:00:00Z,2016-03-15,5,Tuesday,Night,0
1503960366,3/15/2016 6:00:00 AM,49,1,0.016667,4,2016-03-15T06:00:00Z,2016-03-15,6,Tuesday,Morning,12.25
1503960366,3/15/2016 7:00:00 AM,49,1,0.016667,11,2016-03-15T07:00:00Z,2016-03-15,7,Tuesday,Morning,4.454545454545454
1503960366,3/15/2016 8:00:00 AM,91,28,0.466667,470,2016-03-15T08:00:00Z,2016-03-15,8,Tuesday,Morning,0.19361702127659575
1503960366,3/15/2016 9:00:00 AM,148,49,0.816667,1967,2016-03-15T09:00:00Z,2016-03-15,9,Tuesday,Morning,0.07524148449415353
1503960366,3/15/2016 10:00:00 AM,92,17,0.283333,729,2016-03-15T10:00:00Z,2016-03-15,10,Tuesday,Morning,0.1262002743484225
1503960366,3/15/2016 11:00:00 AM,104,34,0.566667,659,2016-03-15T11:00:00Z,2016-03-15,11,Tuesday,Morning,0.15781487101669195
1503960366,3/15/2016 12:00:00 PM,142,49,0.816667,1787,2016-03-15T12:00:00Z,2016-03-15,12,Tuesday,Afternoon,0.07946278679350867
1503960366,3/15/2016 1:00:00 PM,77,16,0.266667,333,2016-03-15T13:00:00Z,2016-03-15,13,Tuesday,Afternoon,0.23123123123123124
1503960366,3/15/2016 2:00:00 PM,107,26,0.433333,980,2016-03-15T14:00:00Z,2016-03-15,14,Tuesday,Afternoon,0.10918367346938776
1503960366,3/15/2016 3:00:00 PM,77,14,0.233333,371,2016-03-15T15:00:00Z,2016-03-15,15,Tuesday,Afternoon,0.20754716981132076
1503960366,3/15/2016 4:00:00 PM,96,27,0.45,605,2016-03-15T16:00:00Z,2016-03-15,16,Tuesday,Afternoon,0.15867768595041323
1503960366,3/15/2016 5:00:00 PM,90,19,0.316667,623,2016-03-15T17:00:00Z,2016-03-15,17,Tuesday,Afternoon,0.14446227929373998
1503960366,3/15/2016 6:00:00 PM,82,15,0.25,467,2016-03-15T18:00:00Z,2016-03-15,18,Tuesday,Evening,0.17558886509635974
1503960366,3/15/2016 7:00:00 PM,75,16,0.266667,282,2016-03-15T19:00:00Z,2016-03-15,19,Tuesday,Evening,0.26595744680851063
1503960366,3/15/2016 8:00:00 PM,207,86,1.433333,3319,2016-03-15T20:00:00Z,2016-03-15,20,Tuesday,Evening,0.06236818318770714
1503960366,3/15/2016 9:00:00 PM,131,35,0.583333,1558,2016-03-15T21:00:00Z,2016-03-15,21,Tuesday,Evening,0.0840821566110398
1503960366,3/15/2016 10:00:00 PM,108,37,0.616667,786,2016-03-15T22:00:00Z,2016-03-15,22,Tuesday,Night,0.13740458015267176
1503960366,3/15/2016 11:00:00 PM,76,15,0.25,313,2016-03-15T23:00:00Z,2016-03-15,23,Tuesday,Night,0.24281150159744408
1503960366,3/16/2016 12:00:00 AM,48,0,0,0,2016-03-16T00:00:00Z,2016-03-16,0,Wednesday,Night,0
1503960366,3/16/2016 1:00:00 AM,48,0,0,0,2016-03-16T01:00:00Z,2016-03-16,1,Wednesday,Night,0
1503960366,3/16/2016 2:00:00 AM,50,1,0.016667,4,2016-03-16T02:00:00Z,2016-03-16,2,Wednesday,Night,12.5
1503960366,3/16/2016 3:00:00 AM,48,0,0,0,2016-03-16T03:00:00Z,2016-03-16,3,Wednesday,Night,0
1503960366,3/16/2016 4:00:00 AM,48,0,0,0,2016-03-16T04:00:00Z,2016-03-16,4,Wednesday,Night,0
1503960366,3/16/2016 5:00:00 AM,49,0,0,0,2016-03-16T05:00:00Z,2016-03-16,5,Wednesday,Night,0
1503960366,3/16/2016 6:00:00 AM,48,0,0,0,2016-03-16T06:00:00Z,2016-03-16,6,Wednesday,Morning,0
1503960366,3/16/2016 7:00:00 AM,56,6,0.1,70,2016-03-16T07:00:00Z,2016-03-16,7,Wednesday,Morning,0.8
1503960366,3/16/2016 8:00:00 AM,91,27,0.45,490,2016-03-16T08:00:00Z,2016-03-16,8,Wednesday,Morning,0.18571428571428572
1503960366,3/16/2016 9:00:00 AM,125,27,0.45,1513,2016-03-16T09:00:00Z,2016-03-16,9,Wednesday,Morning,0.08261731658955718
1503960366,3/16/2016 10:00:00 AM,73,12,0.2,224,2016-03-16T10:00:00Z,2016-03-16,10,Wednesday,Morning,0.32589285714285715
1503960366,3/16/2016 11:00:00 AM,105,36,0.6,874,2016-03-16T11:00:00Z,2016-03-16,11,Wednesday,Morning,0.12013729977116705
1503960366,3/16/2016 12:00:00 PM,124,34,0.566667,1451,2016-03-16T12:00:00Z,2016-03-16,12,Wednesday,Afternoon,0.08545830461750517
1503960366,3/16/2016 1:00:00 PM,79,16,0.266667,329,2016-03-16T13:00:00Z,2016-03-16,13,Wednesday,Afternoon,0.24012158054711247
1503960366,3/16/2016 2:00:00 PM,61,3,0.05,61,2016-03-16T14:00:00Z,2016-03-16,14,Wednesday,Afternoon,1
1503960366,3/16/2016 3:00:00 PM,86,19,0.316667,456,2016-03-16T15:00:00Z,2016-03-16,15,Wednesday,Afternoon,0.18859649122807018
1503960366,3/16/2016 4:00:00 PM,103,28,0.466667,775,2016-03-16T16:00:00Z,2016-03-16,16,Wednesday,Afternoon,0.1329032258064516
1503960366,3/16/2016 5:00:00 PM,122,43,0.716667,1446,2016-03-16T17:00:00Z,2016-03-16,17,Wednesday,Afternoon,0.08437067773167359
1503960366,3/16/2016 6:00:00 PM,166,74,1.233333,2407,2016-03-16T18:00:00Z,2016-03-16,18,Wednesday,Evening,0.06896551724137931
1503960366,3/16/2016 7:00:00 PM,59,7,0.116667,103,2016-03-16T19:00:00Z,2016-03-16,19,Wednesday,Evening,0.5728155339805825
1503960366,3/16/2016 8:00:00 PM,72,16,0.266667,447,2016-03-16T20:00:00Z,2016-03-16,20,Wednesday,Evening,0.1610738255033557
1503960366,3/16/2016 9:00:00 PM,146,49,0.816667,2120,2016-03-16T21:00:00Z,2016-03-16,21,Wednesday,Evening,0.06886792452830189
1503960366,3/16/2016 10:00:00 PM,78,18,0.3,273,2016-03-16T22:00:00Z,2016-03-16,22,Wednesday,Night,0.2857142857142857
1503960366,3/16/2016 11:00:00 PM,82,18,0.3,455,2016-03-16T23:00:00Z,2016-03-16,23,Wednesday,Night,0.18021978021978022
1503960366,3/17/2016 12:00:00 AM,70,11,0.183333,263,2016-03-17T00:00:00Z,2016-03-17,0,Thursday,Night,0.2661596958174905
1503960366,3/17/2016 1:00:00 AM,50,1,0.016667,23,2016-03-17T01:00:00Z,2016-03-17,1,Thursday,Night,2.1739130434782608
1503960366,3/17/2016 2:00:00 AM,49,1,0.016667,7,2016-03-17T02:00:00Z,2016-03-17,2,Thursday,Night,7
1503960366,3/17/2016 3:00:00 AM,48,0,0,0,2016-03-17T03:00:00Z,2016-03-17,3,Thursday,Night,0
1503960366,3/17/2016 4:00:00 AM,48,0,0,0,2016-03-17T04:00:00Z,2016-03-17,4,Thursday,Night,0
1503960366,3/17/2016 5:00:00 AM,48,0,0,0,2016-03-17T05:00:00Z,2016-03-17,5,Thursday,Night,0
1503960366,3/17/2016 6:00:00 AM,49,0,0,0,2016-03-17T06:00:00Z,2016-03-17,6,Thursday,Morning,0
1503960366,3/17/2016 7:00:00 AM,50,1,0.016667,6,2016-03-17T07:00:00Z,2016-03-17,7,Thursday,Morning,8.333333333333334
1503960366,3/17/2016 8:00:00 AM,67,11,0.183333,210,2016-03-17T08:00:00Z,2016-03-17,8,Thursday,Morning,0.319047619047619
1503960366,3/17/2016 9:00:00 AM,125,27,0.45,1530,2016-03-17T09:00:00Z,2016-03-17,9,Thursday,Morning,0.08169934640522876
1503960366,3/17/2016 10:00:00 AM,69,11,0.183333,124,2016-03-17T10:00:00Z,2016-03-17,10,Thursday,Morning,0.5564516129032258
1503960366,3/17/2016 11:00:00 AM,148,54,0.9,1803,2016-03-17T11:00:00Z,2016-03-17,11,Thursday,Morning,0.08208541320022185
1503960366,3/17/2016 12:00:00 PM,70,11,0.183333,113,2016-03-17T12:00:00Z,2016-03-17,12,Thursday,Afternoon,0.6194690265486725
1503960366,3/17/2016 1:00:00 PM,113,23,0.383333,1124,2016-03-17T13:00:00Z,2016-03-17,13,Thursday,Afternoon,0.10053380782918149
1503960366,3/17/2016 2:00:00 PM,119,25,0.416667,1160,2016-03-17T14:00:00Z,2016-03-17,14,Thursday,Afternoon,0.10258620689655172
1503960366,3/17/2016 3:00:00 PM,86,20,0.333333,409,2016-03-17T15:00:00Z,2016-03-17,15,Thursday,Afternoon,0.21026894865525672
1503960366,3/17/2016 4:00:00 PM,94,24,0.4,631,2016-03-17T16:00:00Z,2016-03-17,16,Thursday,Afternoon,0.14896988906497624
1503960366,3/17/2016 5:00:00 PM,66,5,0.083333,203,2016-03-17T17:00:00Z,2016-03-17,17,Thursday,Afternoon,0.3251231527093596
1503960366,3/17/2016 6:00:00 PM,76,15,0.25,396,2016-03-17T18:00:00Z,2016-03-17,18,Thursday,Evening,0.1919191919191919
1503960366,3/17/2016 7:00:00 PM,158,64,1.066667,2165,2016-03-17T19:00:00Z,2016-03-17,19,Thursday,Evening,0.07297921478060046
1503960366,3/17/2016 8:00:00 PM,75,16,0.266667,147,2016-03-17T20:00:00Z,2016-03-17,20,Thursday,Evening,0.5102040816326531
1503960366,3/17/2016 9:00:00 PM,146,49,0.816667,2016,2016-03-17T21:00:00Z,2016-03-17,21,Thursday,Evening,0.07242063492063493
1503960366,3/17/2016 10:00:00 PM,97,31,0.516667,521,2016-03-17T22:00:00Z,2016-03-17,22,Thursday,Night,0.18618042226487524
1503960366,3/17/2016 11:00:00 PM,118,35,0.583333,1176,2016-03-17T23:00:00Z,2016-03-17,23,Thursday,Night,0.10034013605442177
1503960366,3/18/2016 12:00:00 AM,76,13,0.216667,389,2016-03-18T00:00:00Z,2016-03-18,0,Friday,Night,0.1953727506426735
1503960366,3/18/2016 1:00:00 AM,58,6,0.1,112,2016-03-18T01:00:00Z,2016-03-18,1,Friday,Night,0.5178571428571429
1503960366,3/18/2016 2:00:00 AM,48,0,0,0,2016-03-18T02:00:00Z,2016-03-18,2,Friday,Night,0
1503960366,3/18/2016 3:00:00 AM,48,0,0,0,2016-03-18T03:00:00Z,2016-03-18,3,Friday,Night,0
1503960366,3/18/2016 4:00:00 AM,48,0,0,0,2016-03-18T04:00:00Z,2016-03-18,4,Friday,Night,0
1503960366,3/18/2016 5:00:00 AM,49,1,0.016667,4,2016-03-18T05:00:00Z,2016-03-18,5,Friday,Night,12.25
1503960366,3/18/2016 6:00:00 AM,51,2,0.033333,19,2016-03-18T06:00:00Z,2016-03-18,6,Friday,Morning,2.6842105263157894
1503960366,3/18/2016 7:00:00 AM,49,0,0,0,2016-03-18T07:00:00Z,2016-03-18,7,Friday,Morning,0
1503960366,3/18/2016 8:00:00 AM,67,11,0.183333,172,2016-03-18T08:00:00Z,2016-03-18,8,Friday,Morning,0.38953488372093026
1503960366,3/18/2016 9:00:00 AM,147,36,0.6,1952,2016-03-18T09:00:00Z,2016-03-18,9,Friday,Morning,0.07530737704918032
1503960366,3/18/2016 10:00:00 AM,73,12,0.2,279,2016-03-18T10:00:00Z,2016-03-18,10,Friday,Morning,0.2616487455197133
1503960366,3/18/2016 11:00:00 AM,72,12,0.2,207,2016-03-18T11:00:00Z,2016-03-18,11,Friday,Morning,0.34782608695652173
1503960366,3/18/2016 12:00:00 PM,64,4,0.066667,145,2016-03-18T12:00:00Z,2016-03-18,12,Friday,Afternoon,0.4413793103448276
1503960366,3/18/2016 1:00:00 PM,68,7,0.116667,242,2016-03-18T13:00:00Z,2016-03-18,13,Friday,Afternoon,0.2809917355371901
1503960366,3/18/2016 2:00:00 PM,207,86,1.433333,3160,2016-03-18T14:00:00Z,2016-03-18,14,Friday,Afternoon,0.06550632911392405
1503960366,3/18/2016 3:00:00 PM,101,33,0.55,852,2016-03-18T15:00:00Z,2016-03-18,15,Friday,Afternoon,0.11854460093896714
1503960366,3/18/2016 4:00:00 PM,76,14,0.233333,270,2016-03-18T16:00:00Z,2016-03-18,16,Friday,Afternoon,0.2814814814814815
1503960366,3/18/2016 5:00:00 PM,59,2,0.033333,24,2016-03-18T17:00:00Z,2016-03-18,17,Friday,Afternoon,2.4583333333333335
1503960366,3/18/2016 6:00:00 PM,82,16,0.266667,444,2016-03-18T18:00:00Z,2016-03-18,18,Friday,Evening,0.18468468468468469
1503960366,3/18/2016 7:00:00 PM,238,110,1.833333,4093,2016-03-18T19:00:00Z,2016-03-18,19,Friday,Evening,0.05814805765941852
1503960366,3/18/2016 8:00:00 PM,121,21,0.35,1445,2016-03-18T20:00:00Z,2016-03-18,20,Friday,Evening,0.0837370242214533
1503960366,3/18/2016 9:00:00 PM,72,14,0.233333,332,2016-03-18T21:00:00Z,2016-03-18,21,Friday,Evening,0.21686746987951808
1503960366,3/18/2016 10:00:00 PM,54,2,0.033333,13,2016-03-18T22:00:00Z,2016-03-18,22,Friday,Night,4.153846153846154
1503960366,3/18/2016 11:00:00 PM,74,12,0.2,390,2016-03-18T23:00:00Z,2016-03-18,23,Friday,Night,0.18974358974358974
1503960366,3/19/2016 12:00:00 AM,57,5,0.083333,138,2016-03-19T00:00:00Z,2016-03-19,0,Saturday,Night,0.41304347826086957
1503960366,3/19/2016 1:00:00 AM,48,0,0,0,2016-03-19T01:00:00Z,2016-03-19,1,Saturday,Night,0
1503960366,3/19/2016 2:00:00 AM,48,0,0,0,2016-03-19T02:00:00Z,2016-03-19,2,Saturday,Night,0
1503960366,3/19/2016 3:00:00 AM,49,1,0.016667,10,2016-03-19T03:00:00Z,2016-03-19,3,Saturday,Night,4.9
1503960366,3/19/2016 4:00:00 AM,48,0,0,0,2016-03-19T04:00:00Z,2016-03-19,4,Saturday,Night,0
1503960366,3/19/2016 5:00:00 AM,48,0,0,0,2016-03-19T05:00:00Z,2016-03-19,5,Saturday,Night,0
1503960366,3/19/2016 6:00:00 AM,49,0,0,0,2016-03-19T06:00:00Z,2016-03-19,6,Saturday,Morning,0
1503960366,3/19/2016 7:00:00 AM,52,2,0.033333,53,2016-03-19T07:00:00Z,2016-03-19,7,Saturday,Morning,0.9811320754716981
1503960366,3/19/2016 8:00:00 AM,92,28,0.466667,538,2016-03-19T08:00:00Z,2016-03-19,8,Saturday,Morning,0.17100371747211895
1503960366,3/19/2016 9:00:00 AM,216,69,1.15,3454,2016-03-19T09:00:00Z,2016-03-19,9,Saturday,Morning,0.06253618992472496
1503960366,3/19/2016 10:00:00 AM,148,54,0.9,2106,2016-03-19T10:00:00Z,2016-03-19,10,Saturday,Morning,0.07027540360873694
1503960366,3/19/2016 11:00:00 AM,130,37,0.616667,1307,2016-03-19T11:00:00Z,2016-03-19,11,Saturday,Morning,0.09946442234123948
1503960366,3/19/2016 12:00:00 PM,109,27,0.45,909,2016-03-19T12:00:00Z,2016-03-19,12,Saturday,Afternoon,0.11991199119911991
1503960366,3/19/2016 1:00:00 PM,74,13,0.216667,303,2016-03-19T13:00:00Z,2016-03-19,13,Saturday,Afternoon,0.24422442244224424
1503960366,3/19/2016 2:00:00 PM,71,14,0.233333,150,2016-03-19T14:00:00Z,2016-03-19,14,Saturday,Afternoon,0.47333333333333333
1503960366,3/19/2016 3:00:00 PM,61,6,0.1,123,2016-03-19T15:00:00Z,2016-03-19,15,Saturday,Afternoon,0.4959349593495935
1503960366,3/19/2016 4:00:00 PM,63,8,0.133333,127,2016-03-19T16:00:00Z,2016-03-19,16,Saturday,Afternoon,0.49606299212598426
1503960366,3/19/2016 5:00:00 PM,69,10,0.166667,198,2016-03-19T17:00:00Z,2016-03-19,17,Saturday,Afternoon,0.3484848484848485
1503960366,3/19/2016 6:00:00 PM,58,3,0.05,50,2016-03-19T18:00:00Z,2016-03-19,18,Saturday,Evening,1.16
1503960366,3/19/2016 7:00:00 PM,92,26,0.433333,533,2016-03-19T19:00:00Z,2016-03-19,19,Saturday,Evening,0.1726078799249531
1503960366,3/19/2016 8:00:00 PM,86,22,0.366667,433,2016-03-19T20:00:00Z,2016-03-19,20,Saturday,Evening,0.19861431870669746
1503960366,3/19/2016 9:00:00 PM,58,6,0.1,75,2016-03-19T21:00:00Z,2016-03-19,21,Saturday,Evening,0.7733333333333333
1503960366,3/19/2016 10:00:00 PM,97,31,0.516667,850,2016-03-19T22:00:00Z,2016-03-19,22,Saturday,Night,0.11411764705882353
1503960366,3/19/2016 11:00:00 PM,234,111,1.85,4067,2016-03-19T23:00:00Z,2016-03-19,23,Saturday,Night,0.057536267519055814
1503960366,3/20/2016 12:00:00 AM,64,7,0.116667,115,2016-03-20T00:00:00Z,2016-03-20,0,Sunday,Night,0.5565217391304348
1503960366,3/20/2016 1:00:00 AM,49,0,0,0,2016-03-20T01:00:00Z,2016-03-20,1,Sunday,Night,0
