id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,weekday,total_active_minutes,calories_per_step,activity_level,distance_category
1644430081,2016-04-04,2819,2.04999995231628,2.04999995231628,0,0.310000002384186,0.170000001788139,1.55999994277954,0.00999999977648258,4,4,87,1345,2444,Monday,95,0.8669741042923023,Low Activity,Moderate Distance
1644430081,2016-04-05,9921,7.21000003814697,7.21000003814697,0,0.340000003576279,1.51999998092651,5.3600001335144,0,5,35,219,1181,3098,Tuesday,259,0.31226690857776435,Moderate Activity,Good Distance
1644430081,2016-04-06,8046,5.84999990463257,5.84999990463257,0,1.28999996185303,2.11999988555908,2.45000004768372,0,18,41,137,1244,2925,Wednesday,196,0.3635346756152125,Moderate Activity,Good Distance
1644430081,2016-04-07,11166,8.11999988555908,8.11999988555908,0,0.209999993443489,2.41000008583069,5.5,0,3,58,230,1149,3202,Thursday,291,0.28676338885903635,Good Activity,Long Distance
1644430081,2016-04-08,7842,5.69999980926514,5.69999980926514,0,0.479999989271164,2.41000008583069,2.80999994277954,0,7,43,161,1229,2928,Friday,211,0.37337413925019125,Moderate Activity,Good Distance
1644430081,2016-04-09,13840,10.0600004196167,10.0600004196167,0,1.30999994277954,3.72000002861023,5.03000020980835,0,18,81,192,1149,3290,Saturday,291,0.23771676300578035,Good Activity,Long Distance
1644430081,2016-04-10,1329,0.970000028610229,0.970000028610229,0,0,0,0.970000028610229,0,0,0,35,207,489,Sunday,35,0.36794582392776526,Low Activity,Short Distance
1844505072,2016-04-01,6847,4.53000020980835,4.53000020980835,0,0.610000014305115,0.370000004768372,3.54999995231628,0,9,9,251,1171,1969,Friday,269,0.28757119906528406,Moderate Activity,Moderate Distance
1844505072,2016-04-02,5367,3.54999995231628,3.54999995231628,0,0,0,3.54999995231628,0,0,0,263,1177,1889,Saturday,263,0.35196571641512947,Moderate Activity,Moderate Distance
1844505072,2016-04-03,2841,1.87999999523163,1.87999999523163,0,0,0,1.87999999523163,0,0,0,136,1114,1636,Sunday,136,0.575853572685674,Low Activity,Short Distance
1844505072,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,669,1347,Monday,0,0,Low Activity,Short Distance
1844505072,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Tuesday,0,0,Low Activity,Short Distance
1844505072,2016-04-06,7,0,0,0,0,0,0,0,0,0,1,1439,1349,Wednesday,1,192.71428571428572,Low Activity,Short Distance
1844505072,2016-04-07,6344,4.19000005722046,4.19000005722046,0,0,0,4.19000005722046,0,0,0,290,1150,1965,Thursday,290,0.30974148802017654,Moderate Activity,Moderate Distance
1844505072,2016-04-08,5316,3.50999999046326,3.50999999046326,0,0,0,3.50999999046326,0,0,0,221,1219,1824,Friday,221,0.3431151241534989,Moderate Activity,Moderate Distance
1844505072,2016-04-09,4979,3.28999996185303,3.28999996185303,0,0,0,3.28999996185303,0,0,0,184,620,1807,Saturday,184,0.3629242819843342,Low Activity,Moderate Distance
1844505072,2016-04-10,6556,4.34000015258789,4.34000015258789,0,0,0,4.32999992370605,0,0,0,305,810,1971,Sunday,305,0.30064063453325196,Moderate Activity,Moderate Distance
1844505072,2016-04-11,5430,3.58999991416931,3.58999991416931,0,0,0,3.58999991416931,0,0,0,251,1189,1888,Monday,251,0.34769797421731125,Moderate Activity,Moderate Distance
1844505072,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,426,399,Tuesday,0,0,Low Activity,Short Distance
1927972279,2016-04-01,4317,2.99000000953674,2.99000000953674,0,0,0.370000004768372,2.61999988555908,0,0,11,192,854,2590,Friday,203,0.5999536715311559,Low Activity,Moderate Distance
1927972279,2016-04-02,5662,3.92000007629395,3.92000007629395,0,0,0,3.92000007629395,0,0,0,267,858,2783,Saturday,267,0.4915224302366655,Moderate Activity,Moderate Distance
1927972279,2016-04-03,3198,2.21000003814697,2.21000003814697,0,0,0,2.21000003814697,0,0,0,146,1183,2449,Sunday,146,0.765791119449656,Low Activity,Moderate Distance
1927972279,2016-04-04,2352,1.62999999523163,1.62999999523163,0,0,0,1.62999999523163,0,0,0,128,829,2380,Monday,128,1.0119047619047619,Low Activity,Short Distance
1927972279,2016-04-05,2234,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,108,912,2344,Tuesday,108,1.0492390331244406,Low Activity,Short Distance
1927972279,2016-04-06,1259,0.870000004768372,0.870000004768372,0,0,0,0.870000004768372,0,0,0,73,938,2202,Wednesday,73,1.7490071485305798,Low Activity,Short Distance
1927972279,2016-04-07,768,0.529999971389771,0.529999971389771,0,0,0,0.529999971389771,0,0,0,43,1397,2130,Thursday,43,2.7734375,Low Activity,Short Distance
1927972279,2016-04-08,519,0.360000014305115,0.360000014305115,0,0,0,0.360000014305115,0,0,0,34,1406,2088,Friday,34,4.023121387283237,Low Activity,Short Distance
1927972279,2016-04-09,2523,1.75,1.75,0,0,0.370000004768372,1.37999999523163,0,0,9,134,1250,2443,Saturday,143,0.9682917162108601,Low Activity,Short Distance
1927972279,2016-04-10,2105,1.46000003814697,1.46000003814697,0,0,0,1.46000003814697,0,0,0,139,805,2442,Sunday,139,1.1600950118764846,Low Activity,Short Distance
1927972279,2016-04-11,1209,0.839999973773956,0.839999973773956,0,0,0,0.839999973773956,0,0,0,73,842,2255,Monday,73,1.8651778329197684,Low Activity,Short Distance
1927972279,2016-04-12,24,0.0199999995529652,0.0199999995529652,0,0,0,0.0199999995529652,0,0,0,3,161,942,Tuesday,3,39.25,Low Activity,Short Distance
2022484408,2016-04-01,13603,9.60000038146973,9.60000038146973,0,5.46000003814697,0.629999995231628,3.50999999046326,0,72,16,213,1139,2645,Friday,301,0.1944424024112328,Good Activity,Long Distance
2022484408,2016-04-02,5477,3.83999991416931,3.83999991416931,0,0,0,3.83999991416931,0,0,0,237,1203,2040,Saturday,237,0.3724666788387804,Moderate Activity,Moderate Distance
2022484408,2016-04-03,11144,7.82000017166138,7.82000017166138,0,1.78999996185303,0.889999985694885,5.1399998664856,0,25,22,279,1114,2395,Sunday,326,0.21491385498923188,Good Activity,Good Distance
2022484408,2016-04-04,15313,11,11,0,5.01999998092651,1.28999996185303,4.69000005722046,0,62,19,233,1126,2581,Monday,314,0.16854959838046105,High Activity,Long Distance
2022484408,2016-04-05,10805,7.59000015258789,7.59000015258789,0,0.720000028610229,0.980000019073486,5.8899998664856,0,36,37,298,1069,2735,Tuesday,371,0.25312355391022673,Good Activity,Good Distance
2022484408,2016-04-06,15392,10.9300003051758,10.9300003051758,0,3.4300000667572,1.75,5.75,0,47,42,258,1093,2733,Wednesday,347,0.1775597713097713,High Activity,Long Distance
2022484408,2016-04-07,18247,13.8299999237061,13.8299999237061,0,7.1100001335144,2.21000003814697,4.51000022888184,0,72,62,252,1054,3021,Thursday,386,0.16556146215816298,High Activity,Long Distance
2022484408,2016-04-08,13023,9.26000022888184,9.26000022888184,0,3.23000001907349,0.560000002384186,5.46999979019165,0,40,12,296,1092,2577,Friday,348,0.19788067265607004,Good Activity,Long Distance
2022484408,2016-04-09,16267,12.5900001525879,12.5900001525879,0,5.75,0.469999998807907,6.36999988555908,0,44,16,302,1078,2811,Saturday,362,0.17280383598696747,High Activity,Long Distance
2022484408,2016-04-10,10005,7.01999998092651,7.01999998092651,0,0.0799999982118607,1.04999995231628,5.90000009536743,0,1,23,339,1077,2458,Sunday,363,0.24567716141929036,Good Activity,Good Distance
2022484408,2016-04-11,10106,7.09000015258789,7.09000015258789,0,1.21000003814697,0.560000002384186,5.32999992370605,0,41,16,272,1111,2568,Monday,329,0.25410647140312687,Good Activity,Good Distance
2022484408,2016-04-12,6717,4.71999979019165,4.71999979019165,0,3.23000001907349,0.219999998807907,1.26999998092651,0,41,5,67,551,1140,Tuesday,113,0.16971862438588656,Moderate Activity,Moderate Distance
2026352035,2016-04-01,2605,1.62000000476837,1.62000000476837,0,0,0,1.62000000476837,0,0,0,166,729,1407,Friday,166,0.5401151631477927,Low Activity,Short Distance
2026352035,2016-04-02,1229,0.759999990463257,0.759999990463257,0,0,0,0.759999990463257,0,0,0,69,795,1237,Saturday,69,1.0065093572009765,Low Activity,Short Distance
2026352035,2016-04-03,2308,1.42999994754791,1.42999994754791,0,0,0,1.42999994754791,0,0,0,115,720,1330,Sunday,115,0.5762564991334489,Low Activity,Short Distance
2026352035,2016-04-04,6679,4.1399998664856,4.1399998664856,0,0,0,4.1399998664856,0,0,0,263,644,1583,Monday,263,0.23701152867195688,Moderate Activity,Moderate Distance
2026352035,2016-04-05,5645,3.5,3.5,0,0,0,3.5,0,0,0,248,621,1538,Tuesday,248,0.2724534986713906,Moderate Activity,Moderate Distance
2026352035,2016-04-06,3180,1.97000002861023,1.97000002861023,0,0,0,1.97000002861023,0,0,0,185,738,1421,Wednesday,185,0.4468553459119497,Low Activity,Short Distance
2026352035,2016-04-07,2767,1.72000002861023,1.72000002861023,0,0,0,1.72000002861023,0,0,0,170,673,1392,Thursday,170,0.5030719190458981,Low Activity,Short Distance
2026352035,2016-04-08,3762,2.32999992370605,2.32999992370605,0,0,0,2.32999992370605,0,0,0,173,719,1425,Friday,173,0.3787878787878788,Low Activity,Moderate Distance
2026352035,2016-04-09,3098,1.91999995708466,1.91999995708466,0,0,0,1.91999995708466,0,0,0,185,700,1413,Saturday,185,0.45610071013557135,Low Activity,Short Distance
2026352035,2016-04-10,5142,3.19000005722046,3.19000005722046,0,0,0,3.19000005722046,0,0,0,230,654,1515,Sunday,230,0.29463243873978995,Moderate Activity,Moderate Distance
2026352035,2016-04-11,3279,2.02999997138977,2.02999997138977,0,0,0,2.02999997138977,0,0,0,164,694,1405,Monday,164,0.4284842939920708,Low Activity,Moderate Distance
2026352035,2016-04-12,1019,0.629999995231628,0.629999995231628,0,0,0,0.629999995231628,0,0,0,64,223,600,Tuesday,64,0.5888125613346418,Low Activity,Short Distance
2320127002,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,1440,1324,Friday,0,0,Low Activity,Short Distance
2320127002,2016-04-02,0,0,0,0,0,0,0,0,0,0,0,1440,1324,Saturday,0,0,Low Activity,Short Distance
2320127002,2016-04-03,0,0,0,0,0,0,0,0,0,0,0,1440,1324,Sunday,0,0,Low Activity,Short Distance
2320127002,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1324,Monday,0,0,Low Activity,Short Distance
2320127002,2016-04-05,4931,3.3199999332428,3.3199999332428,0,0,0,3.3199999332428,0,0,0,175,1265,1708,Tuesday,175,0.3463800446156966,Low Activity,Moderate Distance
2320127002,2016-04-06,6999,4.71999979019165,4.71999979019165,0,0,0,4.71999979019165,0,0,0,320,1120,1950,Wednesday,320,0.2786112301757394,Moderate Activity,Moderate Distance
2320127002,2016-04-07,1846,1.24000000953674,1.24000000953674,0,0,0,1.24000000953674,0,0,0,93,1347,1508,Thursday,93,0.8169014084507042,Low Activity,Short Distance
2320127002,2016-04-08,3417,2.29999995231628,2.29999995231628,0,0,0,2.29999995231628,0,0,0,153,1287,1625,Friday,153,0.4755633596722271,Low Activity,Moderate Distance
2320127002,2016-04-09,4863,3.27999997138977,3.27999997138977,0,0.0599999986588955,0.419999986886978,2.79999995231628,0,1,11,208,1220,1772,Saturday,220,0.3643841250257043,Low Activity,Moderate Distance
2320127002,2016-04-10,2277,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,103,1337,1530,Sunday,103,0.6719367588932806,Low Activity,Short Distance
2320127002,2016-04-11,11230,7.67000007629395,7.67000007629395,0,0.889999985694885,0.119999997317791,6.65999984741211,0,10,2,390,1038,2206,Monday,402,0.19643811219946572,Good Activity,Good Distance
2320127002,2016-04-12,2098,1.4099999666214,1.4099999666214,0,0,0,1.4099999666214,0,0,0,69,617,790,Tuesday,69,0.3765490943755958,Low Activity,Short Distance
2347167796,2016-03-29,10272,6.78999996185303,6.78999996185303,0,0.159999996423721,3.11999988555908,3.5,0,2,58,208,700,2041,Tuesday,268,0.1986954828660436,Good Activity,Good Distance
2347167796,2016-03-30,10533,7.09999990463257,7.09999990463257,0,1.76999998092651,2.05999994277954,3.26999998092651,0,21,35,255,615,2187,Wednesday,311,0.2076331529478781,Good Activity,Good Distance
2347167796,2016-03-31,6760,4.46999979019165,4.46999979019165,0,0,0,4.46999979019165,0,0,0,250,613,1929,Thursday,250,0.28535502958579884,Moderate Activity,Moderate Distance
2347167796,2016-04-01,8328,5.51000022888184,5.51000022888184,0,0,2,3.5,0,0,33,212,804,1935,Friday,245,0.23234870317002881,Moderate Activity,Good Distance
2347167796,2016-04-02,15459,10.2200002670288,10.2200002670288,0,3.58999991416931,0.810000002384186,5.82000017166138,0,51,16,327,583,2438,Saturday,394,0.15770748431334497,High Activity,Long Distance
2347167796,2016-04-03,7485,4.94999980926514,4.94999980926514,0,0,0,4.94999980926514,0,0,0,324,491,2035,Sunday,324,0.27187708750835005,Moderate Activity,Moderate Distance
2347167796,2016-04-04,10254,6.80000019073486,6.80000019073486,0,1.41999995708466,1.23000001907349,4.15999984741211,0,21,25,231,638,2099,Monday,277,0.2047006046420909,Good Activity,Good Distance
2347167796,2016-04-05,10114,6.82000017166138,6.82000017166138,0,1.63999998569489,0.479999989271164,4.67999982833862,0,18,9,269,696,2096,Tuesday,296,0.20723749258453628,Good Activity,Good Distance
2347167796,2016-04-06,11107,7.34000015258789,7.34000015258789,0,0.899999976158142,2.75999999046326,3.6800000667572,0,14,46,196,759,2058,Wednesday,256,0.18528855676600342,Good Activity,Good Distance
2347167796,2016-04-07,10320,6.84999990463257,6.84999990463257,0,0.680000007152557,1.23000001907349,4.94000005722046,0,15,32,315,1002,2338,Thursday,362,0.22655038759689922,Good Activity,Good Distance
2347167796,2016-04-08,10209,6.75,6.75,0,0.159999996423721,0.349999994039536,6.23000001907349,0,2,6,316,711,2104,Friday,324,0.2060926633362719,Good Activity,Good Distance
2347167796,2016-04-09,16081,10.6300001144409,10.6300001144409,0,1.25,1.82000005245209,7.55999994277954,0,16,32,401,970,2488,Saturday,449,0.15471674647099062,High Activity,Long Distance
2347167796,2016-04-10,10078,6.82999992370605,6.82999992370605,0,1.01999998092651,0.119999997317791,5.69000005722046,0,12,3,303,463,2164,Sunday,318,0.21472514387775352,Good Activity,Good Distance
2347167796,2016-04-11,10001,6.6100001335144,6.6100001335144,0,0.330000013113022,2.9300000667572,3.35999989509583,0,5,52,196,788,2009,Monday,253,0.20087991200879912,Good Activity,Good Distance
2347167796,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,425,399,Tuesday,0,0,Low Activity,Short Distance
2873212765,2016-04-01,890,0.600000023841858,0.600000023841858,0,0,0,0.600000023841858,0,0,0,41,1399,1335,Friday,41,1.5,Low Activity,Short Distance
2873212765,2016-04-02,2214,1.49000000953674,1.49000000953674,0,0,0,1.49000000953674,0,0,0,197,1243,1559,Saturday,197,0.7041553748870822,Low Activity,Short Distance
2873212765,2016-04-03,7640,5.13000011444092,5.13000011444092,0,0.189999997615814,0.800000011920929,4.15000009536743,0,3,15,315,1107,1845,Sunday,333,0.24149214659685864,Moderate Activity,Good Distance
2873212765,2016-04-04,9713,6.53000020980835,6.53000020980835,0,0.340000003576279,0.889999985694885,5.28999996185303,0,6,24,355,1055,2046,Monday,385,0.21064552661381652,Moderate Activity,Good Distance
2873212765,2016-04-05,8432,5.67000007629395,5.67000007629395,0,0,0,5.65000009536743,0.00999999977648258,0,0,374,1066,1953,Tuesday,374,0.23161764705882354,Moderate Activity,Good Distance
2873212765,2016-04-06,7350,4.94000005722046,4.94000005722046,0,0,0,4.94000005722046,0,0,0,382,1058,1910,Wednesday,382,0.2598639455782313,Moderate Activity,Moderate Distance
2873212765,2016-04-07,9353,6.30999994277954,6.30999994277954,0,0.370000004768372,0.689999997615814,5.23999977111816,0,5,17,363,1055,2035,Thursday,385,0.21757724794183683,Moderate Activity,Good Distance
2873212765,2016-04-08,7157,4.80999994277954,4.80999994277954,0,0,0,4.80999994277954,0,0,0,380,1060,1944,Friday,380,0.2716221880676261,Moderate Activity,Moderate Distance
2873212765,2016-04-09,14103,9.5600004196167,9.5600004196167,0,3.01999998092651,0.409999996423721,6.1399998664856,0.00999999977648258,46,8,288,1098,2257,Saturday,342,0.16003687158760546,Good Activity,Long Distance
2873212765,2016-04-10,5290,3.54999995231628,3.54999995231628,0,0.0399999991059303,0.340000003576279,3.17000007629395,0,1,8,251,1180,1724,Sunday,260,0.32589792060491496,Moderate Activity,Moderate Distance
2873212765,2016-04-11,7497,5.03999996185303,5.03999996185303,0,0,0,5.03999996185303,0,0,0,357,882,1741,Monday,357,0.23222622382286248,Moderate Activity,Good Distance
2891001357,2016-03-29,0,0,0,0,0,0,0,0,0,0,0,1440,1920,Tuesday,0,0,Low Activity,Short Distance
2891001357,2016-03-30,0,0,0,0,0,0,0,0,0,0,0,1440,1920,Wednesday,0,0,Low Activity,Short Distance
2891001357,2016-03-31,0,0,0,0,0,0,0,0,0,0,0,1440,1920,Thursday,0,0,Low Activity,Short Distance
2891001357,2016-04-01,0,0,0,4.82803201675415,0,0,0,0,0,660,0,780,4562,Friday,660,0,Low Activity,Short Distance
2891001357,2016-04-02,4126,3.22000002861023,0,3.21868801116943,0,0,3.22000002861023,0,0,0,720,720,2881,Saturday,720,0.6982549684924867,Low Activity,Moderate Distance
2891001357,2016-04-03,0,0,0,0,0,0,0,0,0,0,0,1440,1920,Sunday,0,0,Low Activity,Short Distance
2891001357,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1920,Monday,0,0,Low Activity,Short Distance
2891001357,2016-04-05,2063,1.61000001430511,0,1.60934400558472,0,0,1.61000001430511,0,0,0,630,99,1144,Tuesday,630,0.5545322346097916,Low Activity,Short Distance
3372868164,2016-04-01,5785,3.95000004768372,3.95000004768372,0,0,0,3.91000008583069,0.0399999991059303,0,0,311,1129,1852,Friday,311,0.3201382886776145,Moderate Activity,Moderate Distance
3372868164,2016-04-02,7625,5.23000001907349,5.23000001907349,0,1.67999994754791,0.0399999991059303,3.5,0.00999999977648258,24,1,341,1074,2069,Saturday,366,0.27134426229508196,Moderate Activity,Good Distance
3372868164,2016-04-03,4706,3.21000003814697,3.21000003814697,0,0,0,3.21000003814697,0,0,0,299,1141,1816,Sunday,299,0.3858903527411815,Low Activity,Moderate Distance
3372868164,2016-04-04,5861,4.01999998092651,4.01999998092651,0,1.29999995231628,0.219999998807907,2.49000000953674,0.00999999977648258,20,7,233,1180,1878,Monday,260,0.32042313598362054,Moderate Activity,Moderate Distance
3372868164,2016-04-05,4460,3.03999996185303,3.03999996185303,0,0,0,3.01999998092651,0.0299999993294477,0,0,248,1192,1787,Tuesday,248,0.4006726457399103,Low Activity,Moderate Distance
3372868164,2016-04-06,6406,4.3899998664856,4.3899998664856,0,0.779999971389771,0.0900000035762787,3.51999998092651,0.00999999977648258,17,4,325,1094,2010,Wednesday,346,0.313768342179207,Moderate Activity,Moderate Distance
3372868164,2016-04-07,7392,5.09999990463257,5.09999990463257,0,0.870000004768372,0.159999996423721,4.05000019073486,0.0199999995529652,14,9,332,1085,2038,Thursday,355,0.27570346320346323,Moderate Activity,Good Distance
3372868164,2016-04-08,5551,3.78999996185303,3.78999996185303,0,0,0,3.76999998092651,0.00999999977648258,0,0,282,1158,1815,Friday,282,0.3269681138533598,Moderate Activity,Moderate Distance
3372868164,2016-04-09,8827,6.25,6.25,0,1.76999998092651,0.479999989271164,4,0.00999999977648258,21,10,346,1063,2062,Saturday,377,0.23360145009629546,Moderate Activity,Good Distance
3372868164,2016-04-10,4662,3.1800000667572,3.1800000667572,0,1.03999996185303,0.150000005960464,1.99000000953674,0,22,4,152,735,1276,Sunday,178,0.2737022737022737,Low Activity,Moderate Distance
